Jugador,Equipo,pos1,pos2,pos3,Edad,Valor de mercado (Transfermarkt),Partidos jugados,Minutos jugados,País de nacimiento,Pasaporte,Pie,Altura,Peso,"Duelos aéreos ganados, %",Acciones de ataque exitosas/90,Goles/90,xG/90,Goles de cabeza/90,Remates/90,"Tiros a la portería, %","Goles hechos, %","Duelos atacantes ganados, %",Toques en el área de penalti/90,Faltas recibidas/90,Pases/90,xA/90,Asistencias,Desmarques/90,Jugadas claves/90,Ataque en profundidad/90,Regates/90,"Regates realizados, %"
D. Barbona,Defensa y Justicia,AMF,CF,RW,30,1700000,16,593,Argentina,Argentina,derecho,184,69,0.0,2.58,0.15,0.22,0.0,2.43,43.75,6.25,43.14,1.37,1.82,40.22,0.2,1,1.52,0.3,1.37,1.37,44.44
I. Maestro Puch,San Martín San Juan,CF,,,21,1700000,24,588,Argentina,"Argentina, Italy",derecho,176,77,28.13,2.19,0.15,0.37,0.0,2.5,18.75,6.25,24.47,4.07,1.88,13.15,0.12,1,0.0,0.31,0.78,4.7,30.0
M. Santos,Vélez Sarsfield,CF,AMF,,32,1500000,34,1323,Uruguay,Uruguay,derecho,175,68,33.93,2.38,0.27,0.43,0.0,2.04,40.0,13.333,35.24,4.22,1.09,12.79,0.09,2,0.07,0.27,0.68,2.59,52.63
L. Alario,Estudiantes,CF,,,32,1500000,22,995,Argentina,"Argentina, Italy",derecho,184,78,28.85,0.54,0.09,0.3,0.0,1.36,33.33,6.667,22.95,2.35,1.18,15.29,0.06,0,0.09,0.36,0.72,0.45,20.0
E. Salvio,Lanús,RAMF,RW,LAMF,35,1500000,50,3877,Argentina,Argentina,derecho,173,78,32.84,3.99,0.21,0.21,0.02,1.58,44.12,13.235,35.78,2.34,0.7,31.41,0.09,2,0.14,0.35,0.86,5.27,49.34
G. Verón,Central Córdoba SdE,CF,AMF,LWF,24,1500000,36,1872,Argentina,Argentina,derecho,184,82,44.85,2.45,0.34,0.27,0.1,2.36,38.78,14.286,27.24,2.69,1.78,27.98,0.07,1,0.34,0.29,1.11,3.27,32.35
J. Álvarez,,RAMF,RW,,29,1300000,11,837,Argentina,"Argentina, Italy",derecho,176,72,25.0,5.05,0.0,0.05,0.0,1.18,36.36,0.0,35.96,1.94,0.32,18.92,0.4,2,0.22,0.97,0.43,5.05,46.81
M. Garay,Tigre,RB,RW,,26,1300000,30,2440,Argentina,Argentina,derecho,167,67,44.23,2.29,0.04,0.03,0.0,0.33,22.22,11.111,32.3,1.07,0.37,39.76,0.08,0,0.11,0.33,0.85,2.1,47.37
B. Romero,Vélez Sarsfield,CF,,,34,1300000,51,4515,Argentina,Argentina,derecho,175,75,29.56,2.03,0.38,0.41,0.08,2.27,47.37,16.667,28.43,3.37,1.44,13.79,0.09,5,0.14,0.18,0.54,1.69,41.18
R. Martínez,Platense,CF,AMF,LAMF,29,1300000,40,2104,Paraguay,Paraguay,derecho,178,75,45.63,1.84,0.21,0.22,0.09,1.84,37.21,11.628,27.35,3.04,0.98,17.07,0.1,2,0.13,0.26,1.03,1.37,53.13
G. Tapia,São Paulo,CF,AMF,RAMF,23,1300000,25,1539,Chile,Chile,derecho,179,78,52.33,3.63,0.29,0.33,0.12,2.92,36.0,10.0,36.55,4.04,1.81,17.6,0.05,1,0.06,0.35,0.35,3.74,53.13
G. Ávalos,Independiente,CF,,,34,1300000,49,3648,Paraguay,Paraguay,derecho,190,88,42.12,1.77,0.39,0.35,0.15,1.92,50.65,20.779,21.1,4.16,0.87,14.53,0.04,3,0.12,0.27,0.82,1.15,47.83
A. Canelo,Lanús,CF,,,33,1300000,29,689,Argentina,Argentina,derecho,178,74,25.42,2.22,0.39,0.35,0.13,2.22,47.06,17.647,27.54,3.13,1.57,26.52,0.28,3,0.13,0.91,1.04,1.04,37.5
S. Rodríguez,Sarmiento,CF,,,27,1300000,29,1313,Argentina,Argentina,izquierdo,171,73,19.51,3.02,0.0,0.12,0.0,1.99,31.03,0.0,30.59,2.67,1.17,24.47,0.09,0,0.27,0.14,0.62,4.04,33.9
L. Heredia,Central Córdoba SdE,CF,,,29,1300000,32,2152,Argentina,Argentina,derecho,187,79,30.92,1.55,0.29,0.33,0.0,1.84,56.82,15.909,27.54,2.51,0.67,24.21,0.06,1,0.17,0.42,0.5,0.84,50.0
R. Ruíz Rodríguez,Atlético Tucumán,RW,LW,RWF,25,1300000,24,1094,Argentina,Argentina,derecho,185,80,56.45,1.73,0.0,0.15,0.0,1.48,44.44,0.0,26.42,2.96,0.82,17.19,0.12,3,0.08,0.33,0.66,2.88,34.29
L. Díaz,Atlético Tucumán,CF,,,33,1300000,27,1633,Argentina,Argentina,derecho,184,80,35.97,1.49,0.33,0.43,0.0,2.26,34.15,14.634,29.53,3.36,1.38,18.3,0.01,0,0.11,0.11,0.33,1.43,42.31
M. Rodríguez,Platense,CF,,,25,1200000,17,849,Chile,Chile,derecho,183,68,31.17,1.7,0.11,0.35,0.0,2.86,37.04,3.704,22.77,4.03,1.59,14.84,0.03,0,0.0,0.32,0.95,1.48,35.71
A. Soñora,Cerro Porteño,LCMF,RW,AMF,26,1200000,22,1024,United States,"United States, Argentina",izquierdo,171,65,26.67,1.85,0.09,0.09,0.0,1.23,28.57,7.143,26.15,1.05,0.44,40.61,0.16,1,0.26,0.09,0.62,1.67,52.63
R. Piñeiro,Everton,CF,LWF,LW,26,1200000,19,1065,Uruguay,Uruguay,derecho,177,69,19.05,3.8,0.17,0.25,0.0,2.37,42.86,7.143,44.16,1.69,1.35,27.46,0.05,0,0.51,0.25,0.34,4.31,58.82
B. Galván,,LW,LAMF,RW,24,1200000,24,903,Argentina,Argentina,izquierdo,166,64,11.11,3.29,0.1,0.06,0.0,0.8,62.5,12.5,50.0,1.3,1.2,28.11,0.13,2,0.2,0.3,0.7,2.59,65.38
A. Martínez,Ceará,RAMF,LAMF,RW,28,1200000,22,1073,Argentina,Argentina,izquierdo,171,70,15.38,4.45,0.0,0.16,0.0,2.26,22.22,0.0,34.38,3.1,0.5,26.76,0.18,0,0.17,0.34,0.5,4.86,44.83
J. Acevedo,Instituto,RW,LW,RAMF,28,1200000,30,1886,Argentina,Argentina,izquierdo,172,70,42.11,2.2,0.1,0.1,0.0,1.48,29.03,6.452,34.66,1.0,1.15,30.68,0.11,0,0.1,0.33,0.52,2.86,50.0
F. Zapiola,Platense,LAMF,LW,,24,1200000,25,1214,Argentina,Argentina,izquierdo,176,70,32.0,3.78,0.07,0.17,0.0,1.71,30.43,4.348,45.05,2.0,1.26,29.65,0.14,0,0.22,0.37,0.44,4.15,50.0
A. Lotti,Platense,CF,,,29,1200000,38,1767,Argentina,"Argentina, Italy",derecho,180,70,26.56,1.88,0.1,0.27,0.05,1.63,37.5,6.25,27.19,3.11,0.46,19.56,0.05,3,0.2,0.25,0.97,1.48,51.72
M. Godoy,Central Córdoba SdE,LW,LAMF,,23,1200000,34,2099,Argentina,Argentina,derecho,176,73,28.95,3.09,0.09,0.1,0.0,1.11,30.77,7.692,32.86,2.66,1.89,24.53,0.15,4,0.13,0.47,1.11,4.5,46.67
E. Ramírez,Huracán,CF,,,28,1200000,45,2787,Argentina,Argentina,derecho,170,68,27.54,2.16,0.29,0.28,0.03,2.07,46.88,14.063,33.97,3.2,1.58,12.27,0.06,0,0.36,0.26,0.39,1.87,39.66
H. Fértoli,Tigre,LW,LAMF,,30,1000000,37,1459,Argentina,"Argentina, Italy",derecho,175,66,41.38,3.39,0.12,0.18,0.0,1.05,41.18,11.765,39.25,1.23,1.54,32.32,0.06,1,0.37,0.19,0.43,4.26,52.17
L. Martínez Dupuy,Godoy Cruz,CF,,,24,1000000,32,1333,Mexico,"Mexico, Argentina",derecho,178,70,37.08,2.16,0.34,0.28,0.0,1.96,48.28,17.241,30.77,2.97,1.76,9.52,0.03,1,0.0,0.07,0.41,1.35,65.0
I. Schor,Platense,RW,RAMF,CF,24,1000000,37,1220,Argentina,Argentina,derecho,183,74,34.48,4.5,0.07,0.14,0.0,1.03,35.71,7.143,36.14,3.1,0.89,21.98,0.05,0,0.15,0.07,0.44,5.75,55.13
R. Carrera,Lanús,LAMF,LW,RDMF,31,1000000,39,2762,Argentina,Argentina,derecho,182,70,49.55,2.44,0.13,0.16,0.03,2.31,35.21,5.634,40.76,1.69,1.47,32.03,0.05,1,0.26,0.33,0.65,2.09,50.0
J. Miritello,Defensa y Justicia,CF,,,26,1000000,42,2210,Argentina,Argentina,derecho,182,78,44.96,1.14,0.41,0.37,0.16,1.91,53.19,21.277,22.47,2.73,1.02,18.94,0.05,3,0.0,0.2,0.37,0.45,27.27
E. Cavani,Boca Juniors,CF,,,38,1000000,34,2758,Uruguay,"Uruguay, Italy",derecho,184,71,31.03,1.63,0.26,0.33,0.03,1.7,51.92,15.385,38.17,3.1,0.85,14.49,0.02,1,0.13,0.2,0.36,1.11,58.82
G. Alanís,Huracán,LAMF,RAMF,RW,31,1000000,37,2201,Argentina,Argentina,izquierdo,186,73,42.86,2.94,0.04,0.14,0.04,1.27,29.03,3.226,30.88,2.29,0.78,20.0,0.12,4,0.2,0.49,0.65,2.94,52.78
F. Suárez,Instituto,CF,,,31,800000,25,1582,Argentina,Argentina,derecho,183,72,46.49,1.65,0.23,0.21,0.11,1.65,37.93,13.793,34.64,2.5,2.05,14.56,0.0,2,0.06,0.11,0.34,1.48,61.54
A. Solari,Rosario Central,RAMF,RW,LCMF,33,800000,15,634,Argentina,"Argentina, Italy",derecho,176,80,44.44,1.14,0.0,0.02,0.0,0.43,33.33,0.0,26.19,1.56,0.28,27.26,0.02,0,0.28,0.28,0.43,1.7,50.0
R. Botta,Talleres Córdoba,AMF,RAMF,RW,35,800000,37,2480,Argentina,"Argentina, Italy",izquierdo,177,74,35.9,4.25,0.15,0.13,0.0,1.38,36.84,10.526,40.28,1.92,1.96,36.65,0.13,6,0.36,0.62,1.67,3.99,60.91
N. Cordero,Instituto,CF,,,26,800000,19,937,Argentina,Argentina,derecho,185,83,52.67,0.77,0.0,0.29,0.0,2.11,18.18,0.0,21.62,3.75,1.15,16.14,0.02,0,0.1,0.0,0.38,0.67,42.86
A. Balboa,Racing Club,CF,,,31,800000,45,2688,Uruguay,Uruguay,derecho,186,82,37.04,1.84,0.33,0.4,0.13,2.58,40.26,12.987,23.45,3.95,0.6,14.06,0.05,3,0.03,0.13,0.7,1.24,43.24
R. Cabral,Huracán,LAMF,LWF,LW,24,800000,35,1722,Argentina,Argentina,derecho,170,69,25.86,4.13,0.21,0.14,0.0,1.93,37.84,10.811,50.46,2.61,2.93,23.94,0.09,1,0.05,0.26,0.42,4.34,54.22
L. Menossi,Belgrano,LCMF,RCMF,RW,33,750000,27,1565,Argentina,Argentina,derecho,169,70,45.45,0.86,0.06,0.1,0.06,0.81,7.14,7.143,43.4,0.75,0.75,32.66,0.09,0,0.17,0.23,0.46,0.46,62.5
L. Garate,,CF,AMF,,31,750000,15,754,Argentina,Argentina,derecho,191,89,50.6,1.19,0.36,0.41,0.0,1.91,50.0,18.75,32.43,2.75,0.48,14.08,0.02,0,0.12,0.0,0.12,0.36,33.33
L. Herrera,Newell's Old Boys,LW,RW,RAMF,29,750000,38,2252,Argentina,Argentina,derecho,179,76,38.36,3.12,0.2,0.15,0.0,1.6,37.5,12.5,35.2,3.0,2.0,21.54,0.09,3,0.08,0.28,0.72,4.24,44.34
Lenny Lobato,Defensa y Justicia,CF,RW,RAMF,24,750000,42,2050,Brazil,"Brazil, Argentina",izquierdo,174,71,24.07,4.26,0.26,0.23,0.04,2.55,37.93,10.345,42.45,4.57,1.1,22.3,0.15,4,0.09,0.57,1.1,3.91,57.3
F. Bruera,Barracas Central,CF,,,26,750000,34,1978,Argentina,Argentina,derecho,194,92,38.92,1.41,0.41,0.41,0.14,2.32,39.22,17.647,20.96,3.28,1.0,13.83,0.07,2,0.0,0.27,0.68,1.5,30.3
E. Ramírez,Dynamo Kyiv,CF,,,26,700000,20,803,Venezuela,Venezuela,derecho,190,82,38.36,1.57,0.11,0.21,0.0,2.02,38.89,5.556,30.0,2.69,1.34,13.79,0.04,1,0.0,0.11,0.56,1.12,50.0
J. García,Newell's Old Boys,CF,,,32,700000,29,1548,Argentina,Argentina,derecho,183,72,39.59,1.34,0.17,0.45,0.06,2.15,35.14,8.108,28.4,3.31,1.45,13.31,0.05,1,0.06,0.29,0.35,0.81,35.71
M. Estigarribia,Unión Santa Fe,CF,,,30,700000,42,2932,Argentina,Argentina,derecho,180,83,47.22,1.87,0.21,0.35,0.03,2.33,39.47,9.211,28.4,4.82,1.01,19.43,0.08,2,0.09,0.31,0.86,1.17,57.89
F. Frías,Sarmiento,CF,RWF,,23,700000,24,1148,Argentina,Argentina,derecho,174,69,24.0,2.43,0.16,0.26,0.08,1.33,58.82,11.765,34.91,2.12,1.57,14.97,0.05,0,0.08,0.24,0.16,2.82,38.89
T. Fernández,San Martín San Juan,RAMF,CF,RW,26,700000,22,1377,Argentina,Argentina,derecho,174,78,21.95,4.25,0.13,0.23,0.0,1.76,37.04,7.407,32.09,2.48,0.85,19.67,0.14,1,0.52,0.39,0.78,4.25,53.85
M. Lovera,Rosario Central,AMF,LAMF,LW,26,700000,29,1272,Argentina,Argentina,derecho,170,65,6.25,5.87,0.0,0.15,0.0,1.34,31.58,0.0,42.98,0.5,2.05,34.39,0.24,2,0.42,0.57,0.5,6.93,59.18
M. Miljevic,Huracán,AMF,LW,,24,700000,46,3487,United States,"United States, Argentina",derecho,180,76,46.51,3.33,0.21,0.19,0.0,2.84,32.73,7.273,43.21,1.24,2.94,37.17,0.19,6,0.28,0.39,0.85,2.97,60.0
Julio Furch,Banfield,CF,,,36,700000,18,638,Argentina,Argentina,derecho,188,88,37.88,0.56,0.0,0.16,0.0,1.27,44.44,0.0,25.93,2.4,1.13,15.38,0.01,0,0.0,0.0,0.14,0.14,0.0
J. Torres,Cerro Porteño,CF,AMF,,28,650000,50,3136,Argentina,Argentina,derecho,187,73,45.43,1.61,0.32,0.27,0.11,2.15,45.33,14.667,23.29,2.98,0.72,16.19,0.09,3,0.0,0.37,0.75,0.95,36.36
A. Cuello,San Lorenzo,CF,LAMF,,25,650000,45,3213,Argentina,Argentina,derecho,170,65,35.1,2.44,0.2,0.23,0.08,1.85,46.97,10.606,25.23,3.36,1.68,15.77,0.02,0,0.11,0.08,0.59,3.84,37.23
R. Tesuri,Atlético Tucumán,RW,,,29,600000,24,2057,Argentina,Argentina,derecho,166,60,30.0,2.01,0.22,0.16,0.04,1.27,37.93,17.241,43.48,2.54,1.44,28.05,0.12,3,0.13,0.57,1.31,1.75,52.5
V. Rodríguez,Al Wasl,LB,LWF,LWB,24,600000,13,624,Uruguay,Uruguay,izquierdo,173,73,41.67,2.02,0.0,0.03,0.0,0.87,16.67,0.0,42.22,0.72,0.58,21.49,0.05,0,0.0,0.0,0.14,3.46,41.67
B. Sepúlveda,Banfield,CF,,,32,600000,18,1352,Argentina,Argentina,derecho,187,82,26.88,1.5,0.4,0.38,0.14,1.86,46.15,23.077,19.08,2.93,0.57,12.09,0.04,0,0.07,0.14,0.64,1.36,36.84
J. Giani,Aldosivi,AMF,CF,RW,26,600000,26,1492,Argentina,"Argentina, Italy",derecho,180,69,38.0,2.93,0.18,0.2,0.0,2.74,33.33,6.667,33.95,1.95,3.11,30.0,0.12,2,0.37,0.55,1.16,2.99,44.9
V. Depietri,Talleres Córdoba,LAMF,RAMF,LW,24,600000,37,2108,Argentina,Argentina,derecho,178,78,36.07,4.95,0.21,0.19,0.0,2.09,34.69,10.204,40.69,3.67,0.77,21.9,0.1,2,0.17,0.43,0.85,5.46,62.5
N. Benegas,Deportivo Riestra,CF,,,29,600000,37,2225,Argentina,Argentina,derecho,186,86,36.12,2.51,0.16,0.17,0.0,2.14,20.75,7.547,30.25,3.03,1.62,18.24,0.11,6,0.36,0.49,1.38,3.11,44.16
F. Lencioni,Gimnasia Mendoza,LW,LAMF,AMF,24,600000,30,2199,Argentina,Argentina,izquierdo,180,78,54.76,4.13,0.29,0.2,0.0,2.58,39.68,11.111,39.92,1.64,1.47,21.94,0.15,3,0.49,0.33,0.74,4.22,53.4
F. Watson,Lanús,AMF,CF,,23,600000,15,647,Argentina,"Argentina, Italy",derecho,177,74,16.0,3.06,0.14,0.21,0.0,1.67,50.0,8.333,44.44,1.53,1.53,24.62,0.2,1,0.0,0.42,0.97,2.5,66.67
A. Domínguez,Tristán Suárez,CF,,,28,550000,28,1398,Argentina,Argentina,derecho,185,84,36.36,0.65,0.06,0.17,0.0,1.04,25.0,6.25,17.95,1.83,0.72,15.22,0.02,2,0.13,0.46,0.26,0.59,33.33
F. Troyansky,Audax Italiano,LW,CF,RW,28,500000,22,639,Argentina,Argentina,izquierdo,178,77,39.39,2.82,0.28,0.11,0.0,1.55,45.45,18.182,34.43,2.25,0.56,22.54,0.1,0,0.14,0.14,0.56,2.54,66.67
C. Tarragona,Unión Santa Fe,CF,,,34,500000,43,2169,Argentina,Argentina,derecho,176,75,31.25,1.95,0.25,0.36,0.0,2.66,31.25,9.375,28.27,3.69,1.41,17.93,0.04,0,0.04,0.25,0.46,1.78,51.16
B. Yáñez,Godoy Cruz,LW,LAMF,RWF,24,500000,24,981,Chile,Chile,izquierdo,173,69,0.0,2.66,0.0,0.03,0.0,0.83,0.0,0.0,44.58,1.01,1.19,29.36,0.06,1,0.0,0.37,0.37,2.94,56.25
A. Castillo,Estudiantes,RAMF,RW,RWF,22,500000,30,1598,Colombia,Colombia,derecho,168,70,28.24,2.65,0.23,0.23,0.0,1.69,33.33,13.333,32.68,2.42,1.75,29.17,0.09,4,0.34,0.51,1.41,4.39,41.03
J. Esquivel,San Martín Tucumán,CF,LAMF,LW,24,500000,27,1855,Argentina,Argentina,ambidiestro,173,69,41.18,4.12,0.24,0.17,0.0,2.62,27.78,9.259,39.69,1.8,1.31,17.51,0.07,2,0.0,0.15,0.29,6.21,46.88
A. Díaz,Deportivo Riestra,CF,RW,,25,500000,34,1294,Argentina,Argentina,izquierdo,172,69,30.77,3.62,0.14,0.1,0.0,1.18,35.29,11.765,40.66,1.88,3.76,15.44,0.06,1,0.07,0.35,0.63,4.17,53.33
M. Bajamich,Atlético Tucumán,CF,LW,,25,500000,40,2587,Argentina,"Argentina, Croatia",derecho,178,80,24.83,3.3,0.17,0.2,0.07,1.77,41.18,9.804,38.43,2.85,1.25,24.07,0.08,2,0.49,0.21,1.36,3.58,51.46
L. Bucca,Independiente Rivadavia,RWF,LCMF,RW,26,500000,32,1524,Argentina,Argentina,izquierdo,190,78,48.57,2.07,0.12,0.1,0.06,1.24,38.1,9.524,33.83,1.65,1.71,23.03,0.05,2,0.18,0.24,0.35,2.13,47.22
S. López,Banfield,RW,RCMF,RDMF,27,500000,34,2579,Argentina,Argentina,derecho,180,69,42.59,1.71,0.03,0.08,0.0,1.12,15.63,3.125,39.92,1.19,1.64,39.47,0.06,3,0.17,0.21,0.66,2.3,50.0
L. Angulo,Talleres Córdoba,LW,LAMF,RAMF,21,450000,45,2457,Colombia,Colombia,derecho,174,65,34.21,4.36,0.15,0.17,0.0,1.28,42.86,11.429,36.59,3.08,1.47,21.47,0.19,11,0.29,0.84,0.92,5.75,47.77
J. Palacios,Unión Santa Fe,RW,LW,,26,450000,29,1399,Argentina,Argentina,derecho,169,68,32.43,4.63,0.06,0.07,0.0,1.74,22.22,3.704,45.81,1.74,2.64,30.88,0.14,2,0.51,0.84,1.22,4.25,59.09
M. Pérez,Sportivo Luqueño,CF,,,24,450000,23,1033,Paraguay,Paraguay,derecho,0,0,25.0,1.74,0.0,0.21,0.0,2.79,31.25,0.0,24.24,3.66,0.44,16.03,0.02,0,0.0,0.09,0.44,1.39,37.5
F. Monzón,Vélez Sarsfield,CF,,,24,425000,29,2128,Argentina,Argentina,derecho,184,79,39.57,2.62,0.34,0.19,0.08,1.69,47.5,20.0,31.25,3.59,1.4,22.33,0.08,2,0.38,0.3,0.63,2.58,50.82
G. Carabajal,Sarmiento,CF,AMF,LCMF,34,400000,28,1198,Argentina,Argentina,derecho,178,75,59.26,3.31,0.15,0.2,0.0,1.95,34.62,7.692,42.0,0.6,1.73,32.9,0.17,1,0.53,0.38,0.83,2.4,56.25
J. Hurtado,Gimnasia La Plata,CF,,,25,400000,31,1492,Venezuela,"Venezuela, Colombia",derecho,183,72,29.63,2.11,0.12,0.26,0.0,2.11,40.0,5.714,25.0,3.14,1.39,13.81,0.03,0,0.06,0.06,0.9,2.11,54.29
N. Orsini,Platense,CF,,,30,400000,31,1702,Argentina,"Argentina, Italy",derecho,191,92,37.84,1.59,0.21,0.3,0.05,2.12,37.5,10.0,21.02,3.75,1.0,16.92,0.08,2,0.05,0.26,0.42,1.53,34.48
G. Carrillo,Estudiantes,CF,,,34,400000,38,2769,Argentina,"Argentina, Italy",derecho,187,87,54.34,1.85,0.36,0.38,0.13,2.21,57.35,16.176,27.91,3.06,0.98,19.01,0.03,3,0.1,0.16,0.72,0.78,62.5
I. Morales,Sarmiento,CF,,,26,400000,35,2496,Chile,Chile,derecho,180,82,18.37,2.88,0.14,0.25,0.0,1.73,35.42,8.333,31.3,2.67,1.08,14.31,0.06,1,0.07,0.22,0.22,3.5,51.55
F. Anselmo,San Martín San Juan,CF,,,31,400000,16,997,Argentina,Argentina,derecho,186,84,37.68,1.53,0.09,0.3,0.0,2.08,26.09,4.348,27.5,2.8,1.17,9.66,0.02,0,0.09,0.09,0.36,0.99,54.55
J. Herrera,Deportivo Riestra,CF,,,33,400000,39,3366,Argentina,Argentina,izquierdo,175,75,27.18,1.74,0.37,0.34,0.11,1.74,52.31,21.538,26.45,3.18,1.1,12.17,0.07,1,0.05,0.29,1.04,1.82,36.76
J. Angulo,Emelec,CF,,,30,400000,18,934,Ecuador,Ecuador,derecho,181,75,53.16,2.7,0.48,0.4,0.19,2.31,37.5,20.833,26.61,4.14,1.06,11.47,0.11,2,0.1,0.29,0.96,2.79,48.28
N. Laméndola,Atlético Tucumán,LW,LWF,RW,26,375000,24,1086,Argentina,Argentina,derecho,178,68,28.13,3.73,0.41,0.16,0.08,1.24,53.33,33.333,27.03,2.15,1.49,26.77,0.14,2,0.33,0.99,0.83,6.46,29.49
J. Goitía,Deportivo Riestra,DMF,LCMF,RW,31,375000,38,2814,Argentina,Argentina,derecho,177,73,39.24,0.48,0.0,0.01,0.0,0.58,11.11,0.0,31.67,0.19,0.64,19.22,0.01,0,0.1,0.1,0.54,0.35,18.18
F. Romero,,CF,,,25,375000,13,683,Paraguay,Paraguay,derecho,174,75,17.57,0.79,0.13,0.11,0.0,1.19,33.33,11.111,16.22,2.9,1.32,14.23,0.05,0,0.0,0.13,0.26,0.92,28.57
N. Briasco,Gimnasia La Plata,LWF,CF,LW,29,350000,18,920,Argentina,"Argentina, Armenia",derecho,186,82,39.39,2.45,0.1,0.09,0.0,1.17,50.0,8.333,27.78,2.45,1.86,18.49,0.01,0,0.2,0.0,0.29,4.01,39.02
B. Cuello,Delfin,LCMF,LW,RW,27,350000,24,1523,Argentina,Argentina,derecho,170,66,43.4,2.54,0.06,0.05,0.06,0.95,31.25,6.25,38.65,1.42,1.36,29.19,0.16,4,0.0,0.35,0.53,3.07,42.31
A. Auzmendi,Godoy Cruz,CF,,,28,350000,46,3201,Argentina,Argentina,derecho,181,0,40.45,1.46,0.56,0.49,0.2,2.81,37.0,20.0,24.45,4.05,1.38,11.98,0.02,1,0.06,0.11,0.39,0.76,51.85
M. Pino,San Martín Tucumán,CF,,,27,325000,39,2367,Argentina,Argentina,derecho,184,74,27.94,1.27,0.27,0.35,0.12,1.82,36.96,15.217,17.06,2.46,1.51,13.41,0.02,2,0.16,0.16,0.4,2.1,20.75
T. Escalante,San Martín San Juan,RDMF,RCMF,RW,26,325000,16,907,Argentina,Argentina,derecho,171,71,29.17,2.38,0.0,0.09,0.0,1.89,15.79,0.0,35.05,0.89,1.59,35.33,0.12,3,0.3,0.79,0.6,2.38,41.67
P. Magnín,Sarmiento,CF,,,34,300000,33,2566,Argentina,Argentina,derecho,179,71,35.0,1.26,0.53,0.47,0.04,1.75,50.0,30.0,33.58,2.35,1.51,15.22,0.03,0,0.21,0.14,0.25,0.53,46.67
N. Palavecino,Defensa y Justicia,LAMF,LW,RCMF,22,300000,15,629,Argentina,Argentina,derecho,186,75,60.0,3.19,0.0,0.21,0.0,1.91,25.0,0.0,49.25,1.6,2.23,27.13,0.11,1,0.32,0.48,1.28,3.99,64.0
S. Medina,Tigre,LW,LAMF,,25,300000,33,1530,Argentina,Argentina,izquierdo,178,72,51.06,1.18,0.12,0.06,0.0,1.18,20.0,10.0,36.36,1.65,1.18,21.47,0.06,1,0.0,0.24,0.35,1.12,47.37
E. Pernía,Academia Puerto Cabello,CF,,,30,300000,27,1918,Venezuela,Venezuela,derecho,178,77,42.11,2.49,0.56,0.5,0.14,3.66,37.18,15.385,29.17,3.19,0.94,9.85,0.04,0,0.09,0.28,0.42,1.88,47.5
G. Mainero,Platense,RAMF,RW,,30,300000,44,3715,Argentina,Argentina,derecho,179,66,28.47,3.8,0.22,0.16,0.0,1.31,48.15,16.667,37.37,1.53,1.24,27.45,0.12,5,0.1,0.56,0.48,2.74,46.9
C. Auzqui,Atlético Tucumán,RW,RWF,,34,300000,22,1138,Argentina,Argentina,derecho,180,72,46.34,3.08,0.0,0.08,0.0,0.95,25.0,0.0,39.68,1.74,1.03,32.19,0.17,1,0.0,0.63,0.63,1.03,69.23
S. Coronel,Atlanta,LCMF,LWF,,25,300000,26,1433,Argentina,Argentina,derecho,170,72,45.45,3.14,0.06,0.14,0.0,2.07,15.15,3.03,36.81,0.38,0.69,47.04,0.2,1,0.38,0.69,1.07,3.64,51.72
L. Ambrogio,Atlanta,LW,LWF,CF,26,300000,25,1359,Argentina,Argentina,derecho,181,72,41.07,4.37,0.2,0.25,0.07,3.25,28.57,6.122,39.53,1.92,1.59,26.23,0.07,2,0.07,0.53,0.53,5.76,42.53
R. Ábila,Huracán,CF,,,35,300000,33,1376,Argentina,Argentina,derecho,177,93,25.29,1.11,0.07,0.24,0.0,1.57,25.0,4.167,27.13,3.47,0.92,16.09,0.07,1,0.26,0.13,0.98,0.92,42.86
J. Candia,Barracas Central,CF,RWF,RW,30,300000,32,1916,Uruguay,Uruguay,derecho,177,63,30.55,1.46,0.33,0.25,0.05,1.74,40.54,18.919,22.75,2.21,1.17,18.46,0.03,1,0.19,0.19,0.52,1.27,40.74
D. Juárez,Gimnasia Jujuy,RW,LWF,LW,24,300000,13,520,Argentina,Argentina,derecho,180,63,50.0,2.25,0.0,0.24,0.0,2.6,33.33,0.0,42.5,2.6,2.25,21.29,0.14,1,0.0,0.35,0.52,2.25,46.15
L. Di Yorio,Universidad de Chile,CF,,,28,2000000,50,2845,Argentina,"Argentina, Italy",derecho,186,83,44.08,1.9,0.41,0.44,0.06,2.15,47.06,19.118,25.07,3.57,1.33,14.24,0.04,0,0.03,0.09,0.66,2.15,36.76
D. Valencia,Universidad Católica,CF,LW,LWF,25,1500000,23,1412,Chile,Chile,derecho,185,74,36.59,1.21,0.19,0.22,0.06,1.15,33.33,16.667,32.17,2.1,1.85,17.4,0.03,1,0.13,0.32,0.7,1.21,52.63
J. Correa,Colo Colo,CF,,,32,1500000,39,3348,Argentina,Argentina,derecho,186,84,34.82,3.39,0.48,0.58,0.03,4.03,41.33,12.0,32.66,5.43,0.48,17.26,0.04,2,0.22,0.19,0.91,2.9,52.78
F. Martínez,Atlético GO,CF,RW,LAMF,29,1300000,31,1356,Uruguay,"Uruguay, Spain",derecho,175,72,33.93,2.19,0.13,0.31,0.0,2.06,32.26,6.452,35.29,3.92,1.73,17.26,0.02,1,0.13,0.13,0.8,1.79,62.96
